file name,page number,page section,content,tokens
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,8,3,"and (b) Tauc’s plots of ZnO, CuO, and ZnO/CuO. CuOZnO survey × 104 5 10 15 20 25 Intensity 1200 900 600 300 0 Binding energy (eV) Zn2p Cu2p O1s C1s (a) × 102 CuOZnO Cu2p 50 55 60 65 70 Intensity 970 965 960 955 950 945 940 935 930 925 Binding energy (eV) Cu2p3/2 Cu2p1/2 Cu2p1/2 Sat. Cu2p3/2",153
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,8,4," Sat. (b) × 102 CuOZnO Zn2p 70 75 80 85 90 95 100 105 110 115 120 Intensity 1055 1045 1035 1025 1015 Binding energy (eV) Zn2p3/2 Zn2p1/2 (c) Figure 6: XPS spectra of ZnO/CuO (a) survey spectrum, (b) Cu2p where Sat denoted as satellite peaks, and (c) Zn2p1/2 spectrum. 8 Journal of Nanomateri",134
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,9,1,"photocatalytic activity, and the complete decolorization of MB occurs after 120 min under visible illumination. Mean- while, ZnO (UV) and ZnO (Vis) decolorize MB up to 95 and 90%, respectively, after 240 min of illumination. The ZnO/CuO composite also catalyzes MB degradation faster than pure CuO or ZnO under visible light illumination. In fact, after 120 minutes, its decolorization eﬃciency is 1.57 and 7.7 times as high as that of ZnO and CuO, respectively. The porous ZnO/CuO composite with a large surface area would provide the heterojunction structure and an eﬀective environment for a larger number of surface active sites. This increases MB–ZnO/CuO interaction and thus promoting photodegradation. In other words, the combination of ZnO and CuO causes the synergistic eﬀect in the catalytic degra- dation of methylene blue. 3.2.2. Eﬀect of pH and Leaching Experiment. Eﬀect of pH on decolorization of MB over ZnO/CuO catalyst is shown in Figure 10(a). The decolorization performance seems to be unchangeable in pH range from 2 to 7 and increases signiﬁ- cantly when pH increases. The point of zero charge (pHpzc) for ZnO/CuO, determined using the pH drift method, is around 7.9 (Figure 10(b)) [47]. At lower pH (lower than pHpzc), the surface of ZnO/CuO is positively charged. When pH increases from 2 to 7, the surface becomes less positive and the decolorization eﬃciency incr",395
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,9,2,"eases slightly. At higher pH (higher than pHpzc), the surface of ZnO/CuO is nega- tively charged; hence, MB and the catalyst attract each other through electrostatic interaction; thus, the decolorization eﬃciency increases signiﬁcantly. During the leaching experiment, the catalyst was ﬁltered after 30 min and the decolorization of MB under illumination almost stops (Figure 10(c)). In addition, the decolorization of MB without the catalyst is not observed after 70 min of illumination, indicating that MB is stable in the visible light region. Therefore, it can be inferred that ZnO/CuO acts as a heterogeneous catalyst in the photocatalytic degradation of methylene blue. 3.2.3. Visible-Light-Driven Photocatalytic Degradation of MB with ZnO/CuO Composite. The absorption bands at 292 nm and at 664 nm on the UV-Vis absorption spectra of MB can be attributed to the benzene ring and the con- junction color group –N=N–, respectively (Figure 11(a)). The intensity of these bands decreases with the increas- ing illumination time, and they almost disappear after 90 min of the reaction. The decolorization of MB occurs due to the disappearance of the color conjunction group during illumination. The TOC test also proves the mineralization of MB during photocatalytic degradation (Figure 11(b)). The TOC of MB reduces signiﬁcantly from 6.35 mg·L−1 for initial solution to 0.72 mg·L−1 aft",343
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,9,3,"er 140 min of illumination, indicating complete mineralization of MB over ZnO/CuO composite. In order to clarify the radical mechanism of the degra- dation reaction, three radical scavengers (KI for electron holes, isopropanol for ⋅OH, and benzoquinone for O2⋅–) were used in the present experiment. It is evident that the addition of isopropanol causes a moderate reduction in photocatalytic activity, while KI practically impedes the photocatalytic degradation of MB (Figure 12). Benzo- quinone hinders degradation by around 50%. This infers that electron holes and superoxides play an important role in MB degradation. A mechanism of photocatalysis on a semiconductor is employed to explain the photocatalytic activities in the visible light region. Since the band gap positions for the conduction band of CuO and ZnO are −0.43 eV and −0.15 eV vs. NHE, respectively [9, 48], and the band gaps of CuO and ZnO are 1.94 and 3.19 eV, then the band gap positions for valence bands are 1.51 eV for CuO and 3.04 eV for ZnO (see Table S3). Due to the strong light adsorption capacity of CuO in the visible light region, electrons are excited from VB to CB to form photogenerated h+/e– pairs. The position of CB in CuO is more negative than that in ZnO; hence, the transfer of the excited electrons to ECB (ZnO) prevents the fast recombination of photoexcited e–/h+ pairs (equations (9) and (10)",367
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,9,4,"). On the other hand, the state of MB (1.17 eV) could be excited to MB∗ (−0.69 eV) by visible light [49, 50] (equation (11)). The work function of the photoexcited MB∗ (−0.69 eV) is more negative than that of CuO and ZnO [49, 50]. MB acts as the photosensitizer to provide additional photogenerated electrons into CBs of CuO and ZnO through the formed downstream channel (equations (12) and (13)). The VB potential for CuO (1.51 eV) is more positive than that of MB (1.17 eV); therefore, h+ could easily oxidize MB to form degradation products (equation (14)). On the other hand, the CB edge position of CuO (−0.43 eV) is more negative than that of E0 (O2/O2 ⋅−) (−0.33 eV) [51]; thus, electrons on the conduction band of CuO reacts with O2 to produce superoxide radical O2 ⋅, which could substantially oxidize MB to form degradation products (equations (15) and (16)). In principle, h+ (1.51 eV) could not oxidize H2O (EðH2O/⋅OHÞ = 2:6 eV), but the experimental result still indicates the role of ⋅OH in the oxygenation of dye as shown in Figure 12. This is still a challenging problem possibly due to the deviation between theoretical and practical estimation. The transfer path of 300 350 400 450 500 550 600 388.6 nm Photoluminescence (a.u) Wavelength (nm) 510.2 nm 510.2 nm 387.4 nm ZnO CuO ZnO/CuO Figure 8: Photoluminescence spectra of CuO, ZnO, and ZnO/CuO. 9 Journal of Nanomateri",441
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,10,1,1 2 3 4 5 6 7 8 9 10 11 12 13 0 20 40 60 80 100 F (%) pH (a) 2 4 6 8 10 12 –3 –2 –1 0 1 2 3 4 5 pH 𝛥pH pHPZC = 7.9 (b) 0 20 40 60 80 100 120 140 0.0 0.2 0.4 0.6 0.8 1.0 1.2 Filtered out catalyst Without catalyst Filtered out the catalyst after 30 min. Visible-light illumination C/C0 Time (min.) Dark adsorption Catalyst (c) ,169
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,10,2,"Figure 10: (a) Eﬀect of pH on decolorization of MB over porous ZnO/CuO octahedron catalyst; (b) the point of zero charge obtained from the pH drift method (V = 100 mL, C0 = 10 mg · L−1; mcatalyst = 80 mg; adsorption time = 60 min; illumination time = 70 min); (c) leaching experiment (V = 500 mL; C0 = 10 mg · L−1; mcatalyst ",117
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,10,3,"= 400 mg, adsorption time = 60 min). 0 60 120 180 240 300 360 420 480 540 0 20 40 60 80 100 Zn/Cu-BTC (UV) Cu-BTC (UV) Zn-BTC (UV) UV/Vis irradiation F (%) Time (min.) Zn/Cu-BTC (Vis) Cu-BTC (Vis) Zn-BTC (Vis) Dark adsorption (a) 0 60 120 180 240 300 360 420 480 540 0 20 40 60 80 100 Dark adsorption F (%) Time (min.) ZnO/Cu",152
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,10,4,"O (Vis) CuO (Vis) ZnO (Vis) ZnO/CuO (UV) CuO (UV) ZnO (UV) UV/Vis irradiation (b) Figure 9: Decolorization of MB over (a) as-prepared Zn-BTC, Cu-BTC, Zn/Cu-BTC, and (b) CuO, ZnO, and ZnO/CuO under UV and visible irradiation (conditions: V = 500 mL; mcatalyst = 400 mg; concentration of MB = 10 ppm). 10 Journal of Nanomateria",131
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,11,1,photogenerated charge carriers under visible light illumination is illustrated in Figure 13. ZnO/CuO + hv ⟶ ZnO/CuO h+ + e–   ð9Þ ZnO/CuO e–/CB ð Þ ⟶ e–/CB ð ÞZnO/CuO ð10Þ MB + hv ⟶ MB∗ ð11Þ MB∗ ⟶ e–+MB∗+ ð12Þ MB∗+ ⟶ MB + h+ ð13Þ CuO h+   + MB ⟶ degradation products ð14Þ CuO e–/CB ð Þ + O2 ⟶ O2 •– + ZnO ð15Þ O2 •– + MB ⟶ degradation products ð16Þ 3.2.4. Kinetics of MB Photocatalytic Degradation. The kinetics of adsorption and photocatalytic degradation is presented in Figure 14(a). It is evident that the adsorption reaches equi- librium after 60min in the dark (MB concentrations of 5~30ppm). The values of the maximum monolayer a,264
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,11,2,"dsorp- tion capacity (qm) and the Langmuir equilibrium constant (obtained from the nonlinear plot of qe vs. Ce (equation (5))) are 1.63mg·g−1 and 0.047L·mg−1, respectively (Figure S3 and Table S4). Equation (8) becomes 1 0:047 · ln C + C = −kr · t + 1 0:047 · ln Ce + Ce: ð17Þ The values of kr can be calculated from the slope of equation (17) ((ð1/0:047Þ × ln C + C) vs. t, Figure 14(b) and Table 2). The classical kinetic model (pseudo-ﬁrst-order- kinetic model) in the linear form as equation (1) is employed to analyze the kinetic data for comparing the goodness of ﬁt (Table 2). The paired sample t test with α = 0:05 shows that the pr",209
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,11,3,"oposed model provides statistically higher determination coeﬃcients than the pseudo-ﬁrst- order kinetic model (tð4Þ = 5:899, p value = 0:002 (<0.05)), indicating that the proposed model ﬁts the data more accurately than the classical kinetic model. It is diﬃcult to compare the catalytic activity of ZnO/CuO composite in the present with that of other catalysts 0 20 40 60 80 100 120 0.0 0.2 0.4 0.6 0.8 1.0 Visible-light illumination Dark adsorption Blank sample Potassium iodine Benzoquinone Isopropanol C/C0 Time (min.) Figure 12: Eﬀect of radical scavengers (potassium iodide, isopropanol, and benzoquinone) on MB decolorization over po",199
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,11,4,rous ZnO/CuO octahedrons catalyst (V = 100 mL; C0 = 10 ppm; mcatalyst = 80 mg; adsorption time = 60 min; concentration of scavenger solution: 2:4 × 10–4 M). 200 300 400 500 600 700 800 –0.2 0.0 0.2 0.4 0.6 0.8 1.0 1.2 1.4 1.6 1.8 Absorption 𝜆 (nm) Initial After 60 min. for dark adsorption 10 min. 20 min. 30 min. 40 min. 50 min. 60 min. 70 min. 80 min. 90 min. (a) 0 1 2 3 4 5 6 7 TOC (mg·L−1) Time (min.) 0 45 140 (b) Figure 11: (a) UV-Vis absorption spectra at diﬀerent times and (b) TOC of MB solution in the photocatalytic degradation (V = 500 mL; C0 = 10 ppm; mcatalyst = 400 mg; adsorption time = 60 min). 11 Journal of Nanomaterials,285
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,12,1,"previously reported due to diﬀerent light sources (UV or Vis), the initial concentration of reactants, the amount of catalyst, the reaction volume, etc. The pseudo-ﬁrst-rate constant appears to be relevant because several authors report the catalytic activity in terms of this value (Table 3). The value of the pseudo-ﬁrst-rate constant for the degradation on the present catalyst in the visible region is lower than that for graphene-like carbon/TiO2 and ZnO/graphene oxide in the UV region and compatible with commercial P25, but higher than",121
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,12,2," that for other catalysts reported such as Ta-ZnO, g-C3N4/CdS, and Ce-TiO2. 3.2.5. Recyclability. Recyclability is an important factor in heterogeneous catalysis. After the cycling experiment, the ZnO/CuO catalyst was ﬁrst separated by centrifugation, then washed with water and ethanol for three times to remove the dye, and ﬁnally dried at 120°C for 15h. The photocatalytic degradation eﬃciency of ZnO/CuO decreases from 100% to 97.2% after three cycles (Figure 15(a)). The XRD patterns of the recycled ZnO/CuO samples stay unaltered; theref",163
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,12,3,"ore, it can be inferred that ZnO/CuO remains stable during photocatalytic degradation reactions (Figure 15(b)). O2/O2 ._ O2 O2 ._ H2O/OH . –0.43 e– e– e– e– e– e– e– h+ h+ h+ CB (CuO) VB (CuO) CB (ZnO) VB (ZnO) MB MB ⁎ LUMO HOMO Visible light 4.00 1.00 2.00 –0.33 –1.00 0.00 –0.69 –0.15 1.17 1.51 2.60 3.04 eV/NHE 1.94 MB MB degradation products 3.19 Figure 13: Energy of valence band edge and conduction band edge for ZnO/CuO coupling semiconductor (HOMO: highest occupied molecular orbital and LUMO: lowest unoccupied molecular orbital). 0 1",213
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,12,4,"00 200 300 400 500 0 5 10 15 20 25 30 Dark adsorption Visible-light illumination 5 ppm 10 ppm 15 ppm 20 ppm 25 ppm 30 ppm C (ppm) Time (min.) (a) 5 ppm 10 ppm 15 ppm 20 ppm 25 ppm 30 ppm Time (min.) 50 100 150 200 250 300 350 –20 0 20 40 60 80 100 lnC/KL + C (b) Figure 14: (a) Kinetics of adsorption and photocatalytic degradation of methylene blue over octahedral ZnO/CuO catalyst; (b) linear plots of the proposed kinetic model (conditions: V = 500 mL, C0 = 5 – 30 mg · L−1, mcatalyst = 400 mg, temperature = 35°C). 12 Journal of Nanomateri",206
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,13,1,"In addition, the obtained catalyst manifests excellent pho- tocatalytic degradation of several other dyes, including phe- nol, phenol red, methyl orange, and Congo red (Figure 16). Porous octahedral ZnO/CuO composite exhibits superior visible-light-driven photocatalytic degradation of MB com- pared with single CuO or ZnO. Table 2: Determination coeﬃcients of the proposed model in the linear form and apparent rate coeﬃcients. Initial MB concentration C0 (mg·L−1) R2 (proposed model) Apparent rate coeﬃcient, kr (mg·L−1·min−1) R2 (pseudo-ﬁrst-ord",161
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,13,2,"er kinetic model) Pseudo-rate constant k (min−1) 5 0.919 1.1138 0.8303 0.0721 10 0.968 1.0219 0.8832 0.0532 15 0.978 0.8909 0.9146 0.0447 20 0.988 0.5629 0.8816 0.0367 25 0.988 0.4417 0.9630 0.0179 30 0.986 0.3213 0.9330 0.0132 Table 3: Comparison of the pseudo-ﬁrst-order rate constant of the present catalyst with that of other catalysts. Catalyst SBET (m2·g−1) Light source (nm, power) C0 (mg·L−1)/volume (mL)/ mcatalyst (mg) Pseudo-ﬁrst-order rate constant, k (min−1) References ZnO 8.21 UV, 20 W 10/100/50 0.022 [52] ZnO/graphene oxide 31.58 U",257
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,13,3,"V,20 W 10/100/50 0.098 [52] Pristine TiO2 (P25) — 254, 11 W 10/100/50 0.009 [53] Graphene-like carbon/TiO2 — 254, 11 W 10/100/50 0.248 [53] Pristine TiO2 (P25) 51 ≤370, 18 W 9.6/100/50 0.043 [54] Sm-TiO2 46 370, 18 W 9.60/100/50 0.020 [54] Ce-TiO2 46 370, 18 W 9.60/100/50 0.024 [54] TiO2 50 340, 125 W 23/2750/375 0.025 [55] CdS 111.2 >420, 500 W 25/200/80 0.0079 [56] g-C3N4 9.8 >420, 500 W 25/200/80 0.0039 [56] g-C3N4-CdS 166.5 >420, 500 W 25/200/80 0.0121 [56] Ag/ZnO — >570 (high pressure sodium lamp) 5/–/150 0.006 [57] Ta-ZnO 36 >420, 300 1",313
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,13,4,"0/50/50 0.0401 [58] CeO2-TiO2 66 >420, 160 10/100/80 0.0341 [59] ZnO/CuO 33 >420, 160 10/500/400 0.0532 This work 0 20 40 60 80 100 Raw ZnO/CuO 1st cycle 2nd cycle 3rd cycle F (%) (a) 20 30 40 50 60 70 80 Intensity (arb.) 2 theta (degree) Raw ZnO/CuO 3rd cycle 2nd cycle 1st cycle 1000 cps (b) Figure 15: (a) Photocatalytic degradation eﬃciency of used catalysts; (b) XRD patterns of ZnO/CuO after the third cycle (V = 1000 mL, C0 = 10 ppm, mcatalyst = 800 mg; adsorption time = 60 min; light illumination time = 80 min). 13 Journal of Nanomaterial",240
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,14,1,"4. Conclusions In this study, a porous octahedral ZnO/CuO composite was synthesized from Zn/Cu-based MOF-199. The fabricated ZnO/CuO composite possesses a hierarchical 3D structure consisted of porous octahedral particles of 5–10μm in size. Compared with pure ZnO and CuO, the as-prepared ZnO/ CuO composite exhibits superior photocatalytic d",93
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,14,2,"egradation of phenol and diﬀerent dyes (methyl blue, methyl orange, phenol red, and Congo red) in the visible light region. The formation of a stable p–n junction that eﬃciently separates the photogenerated electron-hole pairs within each semicon- ductor material is responsible for the degradation. The synthesized photocatalyst remains stab",81
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,14,3,le after four cycles of application. The kinetic model of photocatalytic degradation with a unimolecular reaction over heterogeneous catalyst combined with the Langmuir adsorption isotherm is pro- posed. This model is statistically consistent with the experi- mental data. The porous ZnO/CuO octahedron composite is an active and stable visib,72
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,14,4,le-light-driven catalyst and may serve as a potential catalyst for practical use in the treatment of dye pollutants in aquatic eﬄuents. Data Availability The data used to support the ﬁndings of this study are available from the corresponding author upon request. Conflicts of Interest The authors declare that they have no conﬂicts of interes,71
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,15,1,"[10] Y. Zhang, S. Yuan, G. Day, X. Wang, X. Yang, and H.-C. Zhou, “Luminescent sensors based on metal-organic frameworks,” Coordination Chemistry Reviews, vol. 354, pp. 28–45, 2018. [11] H.-C. J. Zhou and S. Kitagawa, Eds., “Metal–organic frame- works (MOFs),” Chemical Society Reviews, vol. 43, no. 16, pp. 5415–5418, 2014. [12] K. K. Gangu, S. Maddila, S. B. Mukkamala, and S. B. Jonnalagadda, “A review on contemporary metal–organic framework materials,” Inorganica Chimica Acta, vol. 446, pp. 61–74, 2016. [13] S. S.-Y. Chui, S. M.-F. Lo, J. P. H. Charmant, A. G. Orpen, and I. D. Williams, “A chemically functionalizable nanoporous material [Cu3(TMA)2(H2O)3]n,” Science, vol. 283, no. 5405, pp. 1148–1150, 1999. [14] S. L. Ho, I. C. Yoon, C. S. Cho, and H.-J. Choi, “A recyclable metal-organic framework MOF-199 catalyst in coupling and cyclization of β-bromo-α,β-unsaturated carboxylic acids with terminal alkynes leading to alkylidenefuranones,” Journal of Organometallic Chemistry, vol. 791, pp. 13–17, 2015. [15] Y. Jiang, X. Zhang, X. Dai et al., “Microwave-assisted synthesis of ultraﬁne Au nanoparticles immobilized on MOF-199 in high loading as eﬃcient catalysts for a three-component cou- pling reaction,” Nano Research, vol. 10, no. 3, pp. 876–889, 2017. [16] E. Ghorbani-Kalhor, “A metal-organic framework nanocom- posite made from functionalized magnetite nanoparticles and HKUST-1 (MOF-199) for preconcentration of Cd(II), Pb(II), and Ni(II),” Microchimica Acta, vol. 183, no. 9, pp. 2639– 2647, 2016. [17] M. Anbia, M. Faryadras, and A. Ghaﬀarinejad, “Synthesis and characterization of Zn3(BTC)2 nanoporous sorbent and ",606
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,15,2,"its application for hydrogen storage at ambient temperature,” Journal of Applied Chemical Research, vol. 9, no. 3, pp. 33– 41, 2015. [18] A. A. Tehrani, V. Safarifard, A. Morsali, G. Bruno, and H. A. Rudbari, “Ultrasound-assisted synthesis of metal–organic framework nanorods of Zn-HKUST-1 and their templating eﬀects for facile fabrication of zinc oxide nanorods via solid- state transformation,” Inorganic Chemistry Communications, vol. 59, pp. 41–45, 2015. [19] L. Xu, E.-Y. Choi, and Y.-U. Kwon, “Ionothermal synthesis of a 3D Zn–BTC metal-organic framework with distorted tetra- nuclear [Zn4(μ4-O)] subunits,” Inorganic Chemistry Commu- nications, vol. 11, no. 10, pp. 1190–1193, 2008. [20] J. I. Feldblyum, M. Liu, D. W. Gidley, and A. J. Matzger, “Reconciling the discrepancies between crystallographic porosity and guest access as exempliﬁed by Zn-HKUST-1,” Journal of the American Chemical Society, vol. 133, no. 45, pp. 18257–18263, 2011. [21] C. T. Pereira da Silva, B. N. Safadi, M. P. Moisés et al., “Synthe- sis of Zn-BTC metal organic framework assisted by a home microwave oven and their unusual morphologies,” Materials Letters, vol. 182, pp. 231–234, 2016. [22] H. Guo, T. Li, W. Chen et al., “General design of hollow porous CoFe2O4 nanocubes from metal–organic frameworks with extraordinary lithium storage,” Nanoscale, vol. 6, pp. 15168– 15174, 2014. [23] S. Chen, M. Xue, Y. Li et al., “Porous ZnCo2O4 nanoparticles derived from a new mixed-metal organic framework for supercapacitors,” Inorganic Chemistry Frontiers, vol. 2, pp. 177–183, 2015. [24] H. D. Mai, K. Raﬁq, and H. Yoo, “Nano metal-organic framework-deri",556
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,15,3,"ved inorganic hybrid nanomaterials: synthetic strategies and applications,” Chemistry–A European Journal, vol. 23, pp. 5631–5651, 2017. [25] X. Xu, K. Cao, Y. Wang, and L. Jiao, “3D hierarchical porous ZnO/ZnCo2O4 nanosheets as high-rate anode material for lithium-ion batteries,” Journal of Materials Chemistry A, vol. 4, pp. 6042–6047, 2016. [26] G. Huang, F. Zhang, L. Zhang, X. Du, J. Wang, and L. Wang, “Hierarchical NiFe2O4/Fe2O3 nanotubes derived from metal organic frameworks for superior lithium ion battery anodes,” Journal of Materials Chemistry A, vol. 2, pp. 8048–8053, 2014. [27] R. Wu, X. Qian, K. Zhou, J. Wei, J. Lou, and P. M. Ajayan, “Porous spinel ZnxCo3–xO4 hollow polyhedra templated for high-rate lithium-ion batteries,” ACS Nano, vol. 8, pp. 6297– 6303, 2014. [28] X. Lei, Y. Cao, Q. Chen, X. Ao, Y. Fang, and B. Liu, “ZIF-8 derived hollow CuO/ZnO material for study of enhanced photocatalytic performance,” Colloids and Surfaces A: Physico- chemical and Engineering Aspects, vol. 568, pp. 1–10, 2019. [29] T. T. Minh, N. H. Phong, H. Van Duc, and D. Q. Khieu, “Microwave synthesis and voltammetric simultaneous deter- mination of paracetamol and caﬀeine using an MOF-199- based electrode,” Journal of Materials Science, vol. 53, no. 4, pp. 2453–2471, 2018. [30] H. Wang, X. Yuan, Y. Wu et al., “Synthesis and applications of novel graphitic carbon nitride/metal-organic frameworks mesoporous photocatalyst for dyes removal,” Applied Catalysis B: Environmental, vol. 174-175, pp. 445–454, 2015. [31] W.-T. Xu, L. Ma, F. Ke et al., “Metal–organic frameworks MIL-88A hexagonal microrods as a new photocatalyst for eﬃ",563
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,15,4,"cient decolorization of methylene blue dye,” Dalton Transactions, vol. 43, pp. 3792–3798, 2014. [32] V. Stavila, J. Volponi, A. M. Katzenmeyer, M. C. Dixon, and M. D. Allendorf, “Kinetics and mechanism of metal–organic framework thin ﬁlm growth: systematic investigation of HKUST-1 deposition on QCM electrodes,” Chemical Science, vol. 3, pp. 1531–1540, 2012. [33] L. H. Wee, M. R. Lohe, N. Janssens, S. Kaskel, and J. A. Mar- tens, “Fine tuning of the metal–organic framework Cu3(BTC)2 HKUST-1 crystal size in the 100 nm to 5 micron range,” Jour- nal of Materials Chemistry, vol. 22, pp. 13742–13746, 2012. [34] N. M. Mahmoodi and J. Abdi, “Nanoporous metal-organic framework (MOF-199): synthesis, characterization and photo- catalytic degradation of basic blue 41,” Microchemical Journal, vol. 144, pp. 436–442, 2019. [35] T. V. N. Thi, C. L. Luu, T. C. Hoang et al., “Synthesis of MOF- 199 and application to CO2 adsorption,” Advances in Natural Sciences: Nanoscience and Nanotechnology, vol. 4, no. 3, article 035016, 2013. [36] X. Zhang, H. Li, X. Lv et al., “Facile synthesis of highly eﬃcient amorphous Mn-MIL-100 catalysts: formation mechanism and structure changes during application in CO oxidation,” Chemistry - A European Journal, vol. 24, no. 35, pp. 8822– 8832, 2018. [37] L. Cui, D. Zhao, Y. Yang, Y. Wang, and X. Zhang, “Synthesis of highly eﬃcient α-Fe2O3 catalysts for CO oxidation derived from MIL-100(Fe),” Journal of Solid State Chemistry, vol. 247, pp. 168–172, 2017. [38] Y. Yang, H. Dong, Y. Wang, C. He, Y. Wang, and X. Zhang, “Synthesis of octahedral like Cu-BTC derivatives derived from 15 Journal of Nanomateri",565
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,16,1,"MOF calcined under diﬀerent atmosphere for application in CO oxidation,” Journal of Solid State Chemistry, vol. 258, pp. 582–587, 2018. [39] P. Sathishkumar, R. Sweena, J. J. Wu, and S. Anandan, “Syn- thesis of CuO-ZnO nanophotocatalyst for visible light assisted degradation of a textile dye in aqueous solution,” Chemical Engineering Journal, vol. 171, no. 1, pp. 136–140, 2011. [40] S. Pal, S. Maiti, U. N. Maiti, and K. K. Chattopadhyay, “Low temperature solution processed ZnO/CuO heterojunction photocatalyst for visible light induced photo-degradation of organic pollutants,” CrystEngComm, vol. 17, no. 6, pp. 1464– 1476, 2015. [41] L. Xu, B. Wei, W. Liu, H. Zhang, C. Su, and J. Che, “Flower-like ZnO-Ag2O composites: precipitation synthesis and photocata- lytic activity,” Nanoscale Research Letters, vol. 8, no. 1, p. 536, 2013. [42] J. Tauc, “Optical properties and electronic structure of amorphous Ge and Si,” Materials Research Bulletin, vol. 3, no. 1, pp. 37–46, 1968. [43] K.-F. Lin, H.-M. Cheng, H.-C. Hsu, L.-J. Lin, and W.-F. Hsieh, “Band gap variation of size-controlled ZnO quantum dots synthesized by sol–gel method,” Chemical Physics Letters, vol. 409, no",404
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,16,2,". 4–6, pp. 208–211, 2005. [44] Y. Xu and M. A. A. Schoonen, “The absolute energy positions of conduction and valence bands of selected semiconducting minerals,” American Mineralogist, vol. 85, no. 3-4, pp. 543– 556, 2000. [45] Y. S. Chaudhary, A. Agrawal, R. Shrivastav, V. R. Satsangi, and S. Dass, “A study on the photoelectrochemical properties of copper oxide thin ﬁlms,” International Journal of Hydrogen Energy, vol. 29, no. 2, pp. 131–134, 2004. [46] K. Santra, C. Sarkar, M. Mukherjee, and B. Ghosh, “Copper oxide thin ﬁlms grown by plasma evaporation method,” Thin Solid Films, vol. 213, no. 2, pp. 226–229, 1992. [47] M. V. Lopez-Ramon, F. Stoeckli, C. Moreno-Castilla, and F. Carrasco-Marin, “On the characterization of acidic and basic surface sites on carbons by various techniques,” Carbon, vol. 37, no. 8, pp. 1215–1221, 1999. [48] B. Dhale, S. Mujawar, S. Bhattar, and P. Patil, “Chemical properties of n-ZnO/p-CuO heterojunctions for photovoltaic applications,” Der Chemica Sinica, vol. 5, pp. 59–64, 2014. [49] H. Seema, K. C. Kemp, V. Chandra, and K. S. Kim, “Gra- phene–SnO2 composites for highly eﬃcient photocatalytic degradation of methylene blue under su",435
/Users/kaiser/code/chemnlp/v1/INPUT/test2.pdf,16,3,"nlight,” Nanotechnol- ogy, vol. 23, no. 35, article 355705, 2012. [50] T. Shen, Z.-G. Zhao, Q. Yu, and H.-J. Xu, “Photosensitized reduction of benzil by heteroatom-containing anthracene dyes,” Journal of Photochemistry and Photobiology A: Chemis- try, vol. 47, no. 2, pp. 203–212, 1989. [51] M. J. Islam,D.A. Reddy, J.Choi, andT. K.Kim, “Surfaceoxygen vacancy assisted electron transfer and shuttling for enhanced photocatalytic activity of a Z-scheme CeO2–AgI nanocompos- ite,” RSC Advances, vol. 6, no. 23, pp. 19341–19350, 2016. [52] H. Fan, X. Zhao, J. Yang et al., “ZnO–graphene composite for photocatalytic degradation of methylene blue dye,” Catalysis Communications, vol. 29, pp. 29–34, 2012. [53] Y. Wang, R. Shi, J. Lin, and Y. Zhu, “Signiﬁcant photocatalytic enhancement in methylene blue degradation of TiO2 photo- catalysts via graphene-like carbon in situ hybridization,” Applied Catalysis B: Environmental, vol. 100, no. 1-2, pp. 179–183, 2010. [54] P. Du, A. Bueno-Lopez, M. Verbaas et al., “The eﬀect of surface OH-population on the photocatalytic activity of rare earth- doped P25-TiO2 in methylene blue degradation,” Journal of Catalysis, vol. 260, no. 1, pp.",409
